"eventversion","useridentity","eventtime","eventsource","eventname","awsregion","sourceipaddress","useragent","requestparameters","responseelements","requestid","eventid","readonly","eventtype","managementevent","recipientaccountid","eventcategory","tlsdetails","resources","sharedeventid","errorcode","errormessage","sessioncredentialfromconsole","additionaleventdata","vpcendpointid","region","year","month","day"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6YVX7TJ3D"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:47:18Z","securityhub.amazonaws.com","DescribeHub","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"f14e5a31-ded4-47af-9c3a-7ec40b1d52fe","0026d86b-23a8-4c13-909a-1a1a39ac6388","true","AwsApiCall","true","022318916157","Management",,,,"InvalidAccessException",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI66TG7DTVS"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:26Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"d1db0455-9d13-4619-b210-004ed122d083","4a780e9d-8ade-4526-a84a-549ad2057601","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI66TG7DTVS"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:25Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"340785e7-c7d7-45f2-be73-413fd49fa8dc","9db253a6-6bf7-40fe-aefb-16943b0fc404","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI66TG7DTVS"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:24Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"971666d8-1d6b-4e00-aa46-f7e39ec0a7c5","0e7090ae-6980-412a-89ed-6cc3dc82f1eb","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI66TG7DTVS"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:24Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"07ff2419-4b94-49f7-a0a6-479480c62b2a","1dc0f3b4-4025-4a34-8cbb-b9a9ddced9e6","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:02Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","10.107.162.102","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.4.242-166.350.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""Host"": ""022318916157.s3-control.us-east-1.amazonaws.com""}",,"Y1KT36N0NK2Y7KE3","d33aff65-9174-4e19-82c0-3bd406ba4bd7","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""022318916157.s3-control.us-east-1.amazonaws.com""}",,,"NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""OWQ4rhqoa8oAKApil14Ot+KL248fKbdXoQxNfAgNBTT3KvH1l9FGCq4a+VFV52oLlKgGKtHlGBI="", ""bytesTransferredOut"": 371}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.09","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:30Z","cloudtrail.amazonaws.com","GetEventSelectors","us-east-1","129.205.124.157","AWS Internal",,,"1f4d3ea4-a691-4eb8-b1fd-14bcc0e70daf","ade4c58c-6a66-41ab-b9a5-bb7c7aa9b2d1","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: cloudtrail:GetEventSelectors on resource: arn:aws:cloudtrail:us-east-1:372057409295:trail/AWSLabs-CloudtrailSubaccountAudit with an explicit deny in a service control policy","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:29Z","s3.amazonaws.com","GetBucketReplication","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""replication"": """", ""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""Host"": ""s3.amazonaws.com""}",,"3Z8W0JEV7HRQXQ46","7f24ab14-b97d-43d7-bf90-510d1a12fed6","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"ReplicationConfigurationNotFoundError","The replication configuration was not found",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""iW63wcFiya6+TEpnqUxxY8lGhVkkMjjQOljqtIJ0zBGdyxylWL4l8cu3Bjo4jlfjKM/PBwXEfpc="", ""bytesTransferredOut"": 370}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:29Z","s3.amazonaws.com","GetBucketLifecycle","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""lifecycle"": """", ""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""Host"": ""s3.amazonaws.com""}",,"3Z8GP3NHXRJVF6YR","ec22b007-c7e3-4841-898a-ddf8fda4216e","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchLifecycleConfiguration","The lifecycle configuration does not exist",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""+yZOBvj+uknQkKxzDgIVZsG+hQ2IIENfCPFZrP4BSZN30HF3DIrz55GG0ZZwmns5cRDTXNdp0gE="", ""bytesTransferredOut"": 321}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:40Z","s3.amazonaws.com","GetBucketLifecycle","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.4.242-166.350.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""lifecycle"": """", ""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""Host"": ""s3.amazonaws.com""}",,"898XB48GSVXZWXSR","b5426448-1d84-4203-b2d9-85257f609551","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchLifecycleConfiguration","The lifecycle configuration does not exist",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""qpw9estJEIZ54zn+NqPXfuEIn2Z1J67cg83HJHD2izs1C7UAZ3AYuCo3h9EMlc9MXTS2OwHsmFE="", ""bytesTransferredOut"": 321}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RMNA6H2Z"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:08Z","organizations.amazonaws.com","ListDelegatedAdministrators","us-east-1","129.205.124.157","AWS Internal",,,"0eac195d-f09d-4dde-8bc0-20024b46387b","0deed9ce-cde7-485b-b6cc-ab4d66d3b430","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: organizations:ListDelegatedAdministrators on resource: * because no resource-based policy allows the organizations:ListDelegatedAdministrators action","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6ZFRIFQBX"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:11Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"069c1f4f-4ae7-45ed-a57d-d52888a5d7cf","d5dcfd37-61a1-4c27-84d6-503da5608059","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.09","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RMNA6H2Z"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:55:46Z","cloudtrail.amazonaws.com","GetInsightSelectors","us-east-1","129.205.124.157","AWS Internal","{""trailName"": ""arn:aws:cloudtrail:us-east-1:022318916157:trail/LabCloudTrail""}",,"4aad1d61-fedf-4ee1-8475-68742efa32ac","d1fc6983-f97a-4e4f-b0b3-bc846baa29f5","true","AwsApiCall","true","022318916157","Management",,,,"InsightNotEnabledException","Trail arn:aws:cloudtrail:us-east-1:022318916157:trail/LabCloudTrail does not have Insights enabled. Edit the trail settings to enable Insights, and then try the operation again.","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6QYOKDY7U"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:56:54Z","resource-explorer-2.amazonaws.com","ListIndexes","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","{""Type"": ""AGGREGATOR""}",,"0d6d82e7-7a68-4517-9f9d-c4cf1e94cd6a","ffd9b165-a7e7-446c-9334-ab637a3b5f97","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RKATWSVP"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:53:23Z","resource-explorer-2.amazonaws.com","ListIndexes","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","{""Type"": ""AGGREGATOR""}",,"96d72f2d-f55a-4923-91ec-8fe228ac3783","34f09262-f959-4aac-9ca8-f13b52f14331","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6ZFRIFQBX"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:10Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"fd77b09c-05bf-4356-8f26-0980b752e6d5","141ec2b6-113b-412c-9f34-449b52ebd04e","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
